Date,SPY_Price Open,SPY_Price High,SPY_Price Low,SPY_Price Close,SPY_Volume,TLT.O_Price Open,TLT.O_Price High,TLT.O_Price Low,TLT.O_Price Close,TLT.O_Volume,GLD_Price Open,GLD_Price High,GLD_Price Low,GLD_Price Close,GLD_Volume,XLE_Price Open,XLE_Price High,XLE_Price Low,XLE_Price Close,XLE_Volume,.DXY_Price Open,.DXY_Price High,.DXY_Price Low,.DXY_Price Close,Term_Spread,Credit_Spread,Breakeven_Inflation,VIX,Gold_Spot,WTI_Crude
2006-05-17,128.67,129.1,126.77,126.85,144789500.0,82.91,83.08,82.72,83.08,1440800.0,69.51,70.17,68.07,68.15,16417400.0,26.82277,27.1431868,26.1770816,26.3761284,72931600.0,84.25,85.1,83.73,84.85,0.19,1.66,2.69,16.26,143.16,68.65
2006-05-18,127.38,127.75,126.11,126.21,87937900.0,83.55,84.23,83.53,84.21,2177700.0,68.69,69.1,67.36,67.46,12721700.0,26.3906928,26.677126,26.021728,26.0557116,49519400.0,84.9,84.98,84.36,84.51,0.14,1.66,2.67,16.99,140.88,69.63
2006-05-19,126.87,127.49,125.8,127.1,124345600.0,84.12,84.86,84.08,84.43,2619500.0,65.76,66.05,64.7,65.58,18687600.0,25.9149224,26.434386,25.5313932,26.2256296,80607600.0,84.38,85.35,84.24,84.88,0.09,1.65,2.62,17.18,140.04,68.44
2006-05-22,126.28,127.17,125.5,126.13,110880900.0,84.84,85.15,84.48,84.61,2652000.0,64.42,65.42,63.8,65.3,11978900.0,25.778988,26.2838872,25.36633,26.0751308,75080000.0,84.91,85.47,84.27,84.35,0.1,1.66,2.61,17.72,138.85,69.23
2006-05-23,127.18,127.63,125.17,125.17,92006500.0,84.05,84.56,84.03,84.56,1394900.0,65.99,67.16,65.91,66.38,10511500.0,26.5606108,26.895592,25.97318,26.0799856,58354800.0,84.44,84.72,84.27,84.35,0.1,1.65,2.63,18.26,141.19,70.78
2006-05-24,125.68,126.89,124.76,126.17,168405000.0,84.81,85.0,84.53,84.6,1226300.0,64.83,65.16,63.22,64.06,11066200.0,25.778988,26.288742,25.317782,25.7595688,76553000.0,84.93,85.27,84.31,84.95,0.09,1.68,2.61,17.36,135.54,69.47
2006-05-25,126.92,127.73,126.43,127.73,78992600.0,84.72,84.73,84.19,84.27,678000.0,64.12,64.76,63.76,64.7,6509500.0,26.1139692,26.7548028,25.9780348,26.6625616,64498000.0,85.03,85.16,84.6,84.65,0.09,1.67,2.61,15.5,142.13,70.92
2006-05-26,128.0,128.38,127.51,128.38,62991900.0,84.24,84.5,84.21,84.21,398400.0,65.01,65.1,63.75,65.1,5264800.0,26.6479972,26.8567536,26.5120628,26.749948,28766600.0,84.67,85.36,84.56,85.26,0.1,1.67,2.62,14.26,142.59,71.35
2006-05-29,128.0,128.38,127.51,128.38,62991900.0,84.24,84.5,84.21,84.21,398400.0,65.01,65.1,63.75,65.1,5264800.0,26.6479972,26.8567536,26.5120628,26.749948,28766600.0,84.67,85.36,84.56,85.26,0.1,1.67,2.62,14.26,142.59,71.35
2006-05-30,127.97,128.0,126.05,126.1,72448000.0,84.19,84.3,84.01,84.17,482200.0,65.2,66.24,65.0,65.11,8243200.0,26.992688,27.138332,26.2984516,26.3275804,38809200.0,85.07,85.11,84.08,84.28,0.1,1.67,2.64,18.66,140.44,71.85
2006-05-31,126.58,127.51,126.2,127.51,86934700.0,84.34,84.43,83.58,83.67,880700.0,65.53,65.59,63.58,64.23,7573300.0,26.2353392,26.968414,26.2256296,26.968414,39842200.0,84.35,84.74,84.08,84.72,0.08,1.66,2.64,16.44,142.6,71.42
2006-06-01,127.38,128.94,127.27,128.73,73737200.0,83.4,83.84,83.35,83.71,1561100.0,62.15,62.97,61.8,62.56,11752100.0,26.7014,27.1820252,26.5120628,27.041236,39708200.0,84.68,85.27,84.63,84.79,0.07,1.66,2.65,14.52,142.6,70.11
2006-06-02,129.25,129.43,128.32,129.0,91704600.0,84.72,84.89,84.5,84.79,2041900.0,63.1,63.59,62.53,63.5,6960900.0,27.30825,27.4927324,26.9878332,27.4441844,35373800.0,84.72,84.87,83.91,84.05,0.08,1.67,2.63,14.32,143.64,72.73
2006-06-05,128.79,128.86,126.77,127.12,86144500.0,84.81,84.82,84.51,84.68,1102900.0,63.82,64.19,63.1201,63.29,6021600.0,27.7500368,27.7597464,26.5606108,26.58003,73403000.0,84.06,84.17,83.72,84.14,0.03,1.67,2.62,16.65,139.83,72.5
2006-06-06,127.21,127.38,125.76,126.81,130881900.0,84.66,85.18,84.5852,85.08,2188000.0,62.58,62.67,62.16,62.55,7175700.0,26.5266272,26.8761728,26.3081612,26.555756,49843400.0,84.29,84.95,84.08,84.73,0.02,1.65,2.57,17.34,135.92,72.43
2006-06-07,126.91,127.65,125.79,125.86,108718000.0,84.73,85.1,84.65,85.1,1324100.0,61.54,62.85,61.35,62.28,10172700.0,26.3712736,26.5023532,25.536248,25.536248,92817800.0,84.84,85.21,84.72,84.99,0.0,1.67,2.54,17.8,132.38,70.9
2006-06-08,125.58,126.5,123.87,125.75,204972100.0,85.24,85.78,85.11,85.27,3496700.0,61.5,61.53,60.43,60.91,14229500.0,25.3517656,25.948906,24.735206,25.8955032,150771600.0,84.97,86.0,84.92,85.91,-0.01,1.66,2.53,18.35,129.26,70.25
2006-06-09,126.36,126.96,125.29,125.35,94977600.0,85.35,85.82,85.35,85.72,657200.0,61.17,61.38,59.71,60.45,7415100.0,26.1236788,26.1236788,25.3954588,25.633344,62874000.0,85.82,86.06,85.49,85.72,-0.03,1.66,2.53,18.12,128.42,71.62
2006-06-12,125.88,125.93,123.82,123.99,95887100.0,85.68,85.79,85.53,85.79,528700.0,60.78,60.84,59.98,60.03,4123800.0,25.7886976,25.9440512,25.0701872,25.1090256,43478000.0,85.89,86.12,85.67,85.85,-0.03,1.65,2.54,20.96,124.71,70.28
2006-06-13,123.78,124.84,122.55,122.55,185702000.0,85.85,85.94,85.55,85.85,1448300.0,58.1,58.65,55.81,55.92,26172800.0,24.783754,25.1769928,24.2788548,24.3662412,75171200.0,86.0,86.5,85.9,86.43,-0.05,1.67,2.53,23.81,120.08,68.48
2006-06-14,122.84,123.63,122.34,123.5,163668600.0,85.5,85.56,84.91,84.99,1439100.0,56.65,56.91,55.05,55.62,12663800.0,24.4584824,25.0410584,24.371096,24.9925104,79172600.0,86.42,86.48,85.76,86.14,-0.06,1.67,2.55,21.46,123.06,69.12
2006-06-15,123.92,126.36,123.86,126.12,134463400.0,84.69,84.84,84.41,84.5,1734600.0,57.12,57.62,56.33,57.32,11911300.0,25.3032176,26.1091144,25.2643792,25.9440512,76567000.0,86.05,86.21,85.73,86.02,-0.04,1.67,2.58,15.9,129.16,69.78
2006-06-16,125.19,125.56,124.46,124.65,94267500.0,84.7,84.76,84.18,84.31,1184600.0,57.3,57.93,56.43,57.68,7322000.0,25.754714,25.9586156,25.3032176,25.778988,59343200.0,85.86,86.09,85.66,85.92,-0.03,1.67,2.59,17.25,128.06,69.75
2006-06-19,125.4,125.48,123.55,123.67,95823700.0,84.21,84.29,83.98,84.19,1233700.0,56.85,57.25,56.15,56.36,5737800.0,25.681892,25.681892,24.7788992,24.808028,93441400.0,86.01,86.47,85.92,86.31,-0.05,1.67,2.56,17.83,124.35,69.21
2006-06-20,124.01,124.81,123.72,124.09,65524400.0,84.13,84.19,83.88,84.05,611400.0,56.64,57.48,56.16,57.3,11072500.0,25.0653324,25.2789436,24.6284004,24.6915128,44637800.0,86.32,86.46,85.99,86.18,-0.04,1.67,2.57,16.69,127.1,69.3
2006-06-21,124.0,125.7,123.96,125.01,75044400.0,84.25,84.25,84.07,84.07,475900.0,56.62,58.77,56.62,58.33,6163000.0,24.7740444,25.5459576,24.7546252,25.24496,78508000.0,86.17,86.18,85.63,85.78,-0.04,1.68,2.57,15.52,132.44,70.07
2006-06-22,124.95,125.06,124.04,124.46,74997100.0,83.84,83.9,83.56,83.59,745500.0,58.17,58.61,57.66,57.73,5375100.0,25.24496,25.4877,25.0459132,25.3517656,35387200.0,85.75,86.55,85.66,86.39,-0.03,1.69,2.59,15.88,131.3,70.62
2006-06-23,124.33,125.3,124.03,124.44,54112500.0,83.62,83.73,83.35,83.42,675500.0,57.27,58.3,57.27,57.99,6106700.0,25.8712292,26.09455,25.827536,25.9149224,53732200.0,86.41,87.05,86.31,86.82,-0.04,1.69,2.59,15.89,133.4,70.5
2006-06-26,124.54,125.06,124.25,124.99,37906000.0,83.42,83.47,83.12,83.26,526100.0,58.25,58.33,57.42,58.28,3423800.0,25.876084,26.235290652,25.6721824,26.2013556,33053200.0,86.86,86.89,86.36,86.49,-0.02,1.69,2.58,15.62,134.9,71.63
2006-06-27,125.01,125.29,123.77,123.91,69834200.0,83.38,83.74,83.38,83.67,429100.0,58.71,59.26,57.68,57.68,6516000.0,26.3761284,26.5945944,26.1965008,26.2499036,48294800.0,86.45,86.66,86.25,86.47,-0.03,1.7,2.58,16.4,131.58,72.05
2006-06-28,124.19,124.77,123.65,124.75,62371200.0,83.63,83.63,83.19,83.23,381300.0,58.15,58.19,57.35,57.54,2901000.0,26.3275804,26.7645124,26.313016,26.7014,44248800.0,86.59,86.87,86.46,86.63,-0.04,1.69,2.57,15.79,131.6,72.15
2006-06-29,125.2,127.35,125.17,127.27,110698800.0,83.58,83.82,83.36,83.51,1609300.0,58.0,59.78,58.0,59.52,10752200.0,26.8664632,27.4684584,26.8664632,27.4587488,60786600.0,86.7,86.85,85.86,85.87,0.01,1.69,2.61,13.03,140.77,73.5
2006-06-30,127.47,127.66,126.96,127.23,54230200.0,83.5,84.4,83.5,84.32,1219000.0,60.87,61.35,60.68,61.23,7773800.0,27.5655544,27.7160532,27.3131048,27.55099,22693200.0,85.91,85.93,85.14,85.22,-0.01,1.67,2.61,13.08,143.57,73.94
2006-07-03,127.43,128.01,127.31,127.8,23914000.0,83.9,83.96,83.73,83.91,716800.0,61.96,62.37,61.88,62.18,3078300.0,27.696634,27.9296644,27.6141024,27.8471328,7661400.0,85.2,85.36,85.06,85.18,-0.02,1.68,2.59,13.05,149.41,73.94
2006-07-04,127.43,128.01,127.31,127.8,23914000.0,83.9,83.96,83.73,83.91,716800.0,61.96,62.37,61.88,62.18,3078300.0,27.696634,27.9296644,27.6141024,27.8471328,7661400.0,85.2,85.36,85.06,85.18,-0.02,1.68,2.59,13.05,149.41,73.94
2006-07-05,127.29,127.45,126.52,127.07,69654000.0,83.4,83.42,82.95,83.24,1289200.0,62.48,62.63,61.44,62.5,8178400.0,27.6869244,28.0413248,27.381072,27.9733576,32830000.0,84.98,85.76,84.89,85.6,-0.01,1.67,2.6,14.15,145.96,75.2
2006-07-06,127.2,127.85,127.08,127.44,51290700.0,83.33,83.79,83.33,83.75,451400.0,62.46,63.2,62.05,63.02,5686700.0,27.939374,28.186920252,27.7985848,27.9005356,33697200.0,85.61,85.67,85.31,85.35,-0.03,1.66,2.6,13.65,147.67,75.0
2006-07-07,127.19,127.56,126.29,126.61,81628500.0,84.2,84.46,84.0799,84.29,1356900.0,62.84,63.05,62.46,62.63,5329200.0,28.012196,28.2597908,27.4344748,27.5218612,39374600.0,85.37,85.41,84.77,84.98,-0.03,1.66,2.59,13.97,145.25,73.76
2006-07-10,126.94,127.43,126.41,126.85,60964100.0,84.18,84.4,84.05,84.37,480400.0,62.13,62.5,61.99,62.02,3513500.0,27.5364256,27.8859712,27.4004912,27.6043928,29254400.0,85.03,85.6,84.97,85.5,-0.04,1.66,2.57,14.02,144.94,73.5
2006-07-11,126.61,127.41,125.94,127.41,73640800.0,84.59,84.86,84.58,84.64,423800.0,62.83,63.98,62.7,63.81,5787400.0,27.696634,28.1869688,27.6772148,28.109292,25975000.0,85.45,85.73,85.34,85.36,-0.07,1.67,2.57,13.14,148.33,74.05
2006-07-12,127.21,127.4,125.72,126.05,82562100.0,84.33,84.82,84.27,84.66,641000.0,64.65,65.19,63.01,64.92,9454300.0,28.2258072,28.2743552,27.8859712,28.012196,30260600.0,85.4,86.04,85.32,85.91,-0.07,1.66,2.56,14.49,147.13,74.99
2006-07-13,125.5,125.68,124.0,124.0,102622000.0,84.7,85.05,84.68,84.99,1347400.0,65.09,65.68,64.11,65.55,12231700.0,28.133566,28.1918236,27.696634,27.745182,37032600.0,85.82,86.0,85.64,85.79,-0.04,1.66,2.57,17.79,142.6,76.7
2006-07-14,124.16,124.26,122.83,123.52,103243200.0,84.82,85.16,84.82,85.04,1343900.0,65.9,66.42,65.7,65.85,10035800.0,27.963648,28.1190016,27.4587488,28.0704536,35258000.0,85.82,86.28,85.81,86.09,-0.01,1.69,2.57,18.05,145.05,76.8
2006-07-17,123.5,124.1,123.15,123.34,81290500.0,84.97,85.19,84.85,85.17,514100.0,64.79,65.22,63.67,63.95,9906800.0,27.7791656,27.9199548,27.0218168,27.162606,64864400.0,86.17,87.01,86.06,86.96,-0.05,1.68,2.58,18.64,140.1,75.7
2006-07-18,123.74,124.05,122.39,123.97,123706800.0,84.7,84.75,84.4,84.44,621000.0,64.75,64.75,62.34,62.9,7639500.0,27.405346,27.526716,26.8276248,27.1965896,37958600.0,86.98,87.18,86.55,87.01,-0.06,1.68,2.58,17.74,138.49,73.87
2006-07-19,124.18,126.26,123.724,125.69,134401100.0,84.33,85.3,84.24,85.24,1267400.0,62.57,64.24,62.48,64.03,7261300.0,27.1092032,27.575264,27.0121072,27.478168,45156600.0,87.06,87.33,86.37,86.46,-0.06,1.69,2.57,15.55,143.84,72.79
2006-07-20,126.12,126.3,124.66,124.83,112344300.0,84.97,85.63,84.97,85.49,1320200.0,63.4,63.97,62.4,62.54,6402900.0,27.55099,27.5704092,26.8130604,26.8130604,37870600.0,86.47,86.5,86.12,86.22,-0.03,1.69,2.58,16.21,137.54,74.0
2006-07-21,125.15,125.19,123.82,123.95,101726800.0,85.6,85.67,85.2,85.33,652100.0,63.19,63.25,61.21,61.71,6949400.0,26.9489948,26.9489948,26.33729,26.4489504,60834200.0,86.27,86.3,85.85,85.93,-0.03,1.69,2.56,17.4,133.44,73.52
2006-07-24,124.44,126.32,124.44,126.21,92892700.0,85.41,85.51,85.21,85.28,394000.0,60.63,61.23,59.83,61.14,7282300.0,26.45866,27.2936856,26.45866,27.2451376,45137200.0,85.86,86.43,85.81,86.34,-0.05,1.69,2.56,14.98,135.66,74.29
2006-07-25,125.98,127.3,125.72,126.66,95528100.0,85.23,85.38,84.903,85.03,948200.0,61.34,61.6,60.5608,61.55,4739100.0,27.4344748,27.7646012,27.2548472,27.720908,38077800.0,86.38,86.77,86.08,86.64,-0.04,1.68,2.59,14.85,139.37,73.46
2006-07-26,126.59,127.45,126.18,126.83,84532200.0,84.91,85.37,84.8701,85.34,717100.0,61.35,62.36,60.9301,62.0,3376000.0,27.5558448,28.4345636,27.5170064,28.27921,39309400.0,86.64,86.73,85.89,85.93,-0.02,1.68,2.6,14.62,141.4,73.82
2006-07-27,127.33,127.69,126.2,126.71,87261200.0,85.48,85.4848,85.12,85.21,295500.0,63.53,63.61,62.55,62.9,4698800.0,28.5996268,28.6336104,27.9685028,28.03647,34666000.0,85.88,85.96,85.37,85.87,0.0,1.65,2.6,14.94,137.26,74.5
2006-07-28,126.99,128.14,126.86,127.98,82138900.0,85.65,85.89,85.6,85.7,769800.0,62.78,63.34,62.75,63.11,3156500.0,27.8859712,28.1238564,27.6043928,28.0461796,29452600.0,85.85,86.03,85.32,85.44,0.02,1.67,2.59,14.33,141.62,73.3
2006-07-31,127.66,127.96,127.45,127.85,49593100.0,85.62,85.81,85.55,85.8,375100.0,63.12,63.35,62.44,63.16,3420600.0,28.254936,28.619046,28.0413248,28.473402,31078200.0,85.39,85.46,85.18,85.3,0.02,1.68,2.58,14.95,141.85,74.56
2006-08-01,127.34,127.38,126.6,127.22,65225600.0,85.32,85.5,85.04,85.46,577800.0,62.92,64.46,62.92,64.32,4671900.0,28.4199992,28.5802076,28.1529852,28.5073856,22086000.0,85.28,85.63,85.03,85.05,0.02,1.69,2.59,15.05,145.39,74.93
2006-08-02,127.58,128.46,127.55,128.08,64792900.0,85.37,85.78,85.2,85.78,477400.0,64.74,65.22,64.4,64.75,5052200.0,28.8180928,29.0705424,28.3665964,28.5656432,35558200.0,85.05,85.2,84.91,85.05,-0.01,1.69,2.6,14.34,148.45,76.16
2006-08-03,127.33,128.55,127.15,128.42,63737500.0,85.63,86.04,85.52,85.8,500800.0,64.0,64.33,63.5452,64.12,3840600.0,28.15784,28.619046,28.133566,28.3180484,23421000.0,85.12,85.39,84.86,85.02,-0.02,1.68,2.61,14.46,145.69,75.59
2006-08-04,129.06,129.43,127.48,128.2,96298400.0,86.4,86.48,86.29,86.32,1246000.0,64.87,64.98,64.0,64.28,4811800.0,28.40058,28.5607884,27.8325684,28.0801632,33659400.0,85.09,85.27,84.39,84.57,0.0,1.69,2.61,14.34,144.88,74.78
2006-08-07,127.9,128.08,127.4,127.95,45434700.0,86.33,86.39,86.18,86.37,1127600.0,64.47,64.81,64.25,64.5,2493800.0,28.2840648,28.546224,28.060744,28.376306,38116200.0,84.53,84.81,84.49,84.75,-0.03,1.67,2.64,15.23,146.51,77.05
2006-08-08,128.09,128.46,126.95,127.41,90901300.0,86.38,86.57,86.09,86.18,844400.0,63.98,64.57,63.85,63.97,5575300.0,28.327758,28.5607884,28.1724044,28.2112428,40603600.0,84.86,84.9,84.47,84.66,0.02,1.7,2.66,15.23,144.96,76.29
2006-08-09,128.2,128.6,126.61,126.98,78918100.0,85.75,86.02,85.71,85.9,372400.0,64.56,65.13,64.39,64.63,4370000.0,28.497676,28.813238,28.3811608,28.449128,37053200.0,85.21,85.22,84.43,84.71,0.01,1.73,2.64,15.2,148.15,76.28
2006-08-10,126.53,127.5,126.28,127.37,69325900.0,85.85,85.85,85.45,85.77,539000.0,64.02,64.38,62.97,63.25,6871100.0,28.2840648,28.352032,27.987922,28.2160976,35670800.0,84.63,85.39,84.42,85.08,0.0,1.73,2.63,14.46,145.75,74.17
2006-08-11,127.17,127.2,126.39,127.01,47490500.0,85.47,85.53,85.36,85.4,450800.0,63.58,64.1,62.24,62.71,6963700.0,28.182114,28.3131936,27.9976316,28.230662,16322600.0,85.1,85.58,85.07,85.52,0.01,1.72,2.64,14.3,142.25,74.38
2006-08-14,127.63,128.16,126.92,127.11,58044500.0,85.35,85.37,85.19,85.25,662300.0,62.39,62.9,62.02,62.25,3529400.0,28.0219056,28.0219056,27.1189128,27.648086,33443400.0,85.49,85.68,85.31,85.64,-0.01,1.69,2.64,14.26,139.71,73.33
2006-08-15,128.21,128.87,127.9,128.63,68165900.0,85.78,86.09,85.78,85.97,1093800.0,61.95,62.27,61.68,62.01,4833800.0,27.890826,28.0024864,27.5558448,27.7888752,33199000.0,85.6,85.75,85.1,85.22,-0.01,1.7,2.61,13.42,141.23,72.95
2006-08-16,129.32,129.89,129.04,129.79,71760000.0,86.57,86.64,86.4601,86.55,838900.0,62.63,62.89,62.24,62.49,3333000.0,27.6917792,28.109292,27.4733132,27.67236,44679200.0,85.18,85.31,84.7,84.88,0.0,1.71,2.59,12.41,143.24,71.64
2006-08-17,129.58,130.37,129.49,130.03,71065800.0,86.77,86.77,86.42,86.52,922600.0,62.32,62.35,60.96,61.03,4216100.0,27.4004912,27.5412804,27.2499924,27.478168,69989200.0,84.89,85.14,84.61,85.04,-0.02,1.71,2.59,12.24,140.32,70.12
2006-08-18,130.19,130.69,129.59,130.69,58290000.0,86.72,86.91,86.65,86.77,1050700.0,61.49,61.5,60.3,61.04,6421100.0,27.67236,27.9151,27.332524,27.9053904,27279600.0,85.03,85.31,84.93,85.09,-0.03,1.71,2.58,11.64,140.77,70.93
2006-08-21,130.18,130.28,129.8,130.13,42134200.0,86.89,87.08,86.87,87.08,676400.0,62.09,62.48,61.8,62.44,3597500.0,28.1287112,28.2160976,27.9782124,28.0898728,24739000.0,85.02,85.12,84.42,84.63,-0.03,1.72,2.59,12.22,147.68,72.45
2006-08-22,129.94,130.52,129.68,130.12,60850500.0,87.0,87.23,86.97,87.11,749300.0,62.05,62.2,61.61,62.05,4067700.0,28.060744,28.27921,28.0170508,28.27921,13917800.0,84.8,85.28,84.73,85.18,-0.05,1.71,2.6,12.19,148.25,72.55
2006-08-23,130.18,130.44,129.19,129.76,66625800.0,87.06,87.24,86.86,87.15,801700.0,62.56,62.68,61.75,61.83,3573700.0,28.1481304,28.2258072,27.6577956,27.6869244,24303600.0,85.12,85.22,84.76,85.13,-0.05,1.72,2.57,12.4,147.79,71.45
2006-08-24,129.99,130.1,129.4,129.65,57983500.0,87.41,87.44,87.24,87.31,1206700.0,61.98,62.06,61.45,61.75,2198200.0,27.769456,28.0995824,27.6529408,28.0461796,21704600.0,85.19,85.34,84.89,85.28,-0.07,1.72,2.53,12.4,145.21,72.02
2006-08-25,129.64,130.25,129.55,129.81,41757900.0,87.24,87.59,87.2,87.44,569000.0,61.88,62.0,61.58,61.77,2127000.0,28.303484,28.52195,28.1869688,28.2646456,26378800.0,85.3,85.55,85.2,85.38,-0.07,1.74,2.55,12.31,146.39,72.13
2006-08-28,129.65,130.82,129.64,130.43,52681500.0,87.41,87.52,87.24,87.52,582300.0,61.8,61.8,60.83,61.0,3585400.0,27.9151,28.085018,27.8034396,27.8568424,35186400.0,85.39,85.46,85.03,85.23,-0.08,1.73,2.52,12.18,143.51,70.47
2006-08-29,130.49,130.83,129.81,130.58,61817800.0,87.25,87.64,86.98,87.64,1345500.0,61.0,61.09,60.32,60.94,3609800.0,27.7111984,27.7111984,27.405346,27.6820696,26977000.0,85.22,85.38,84.89,84.91,-0.08,1.74,2.5,12.28,143.99,69.74
2006-08-30,130.87,131.04,130.55,130.66,50056400.0,87.83,87.87,87.66,87.87,1180500.0,61.49,61.66,61.0901,61.42,2900800.0,27.5801188,27.6869244,26.9781236,27.2160088,39983600.0,84.96,85.07,84.84,84.97,-0.07,1.74,2.48,12.22,143.99,70.2
2006-08-31,130.85,130.99,130.58,130.64,38585400.0,87.74,88.2,87.74,88.08,1272400.0,62.0,62.3,61.7274,62.29,4842300.0,27.1771704,27.332524,26.9635592,27.0266716,21933000.0,84.91,85.21,84.72,85.05,-0.05,1.73,2.5,12.31,146.73,70.38
2006-09-01,131.14,131.58,130.84,131.42,48801600.0,87.62,87.9,87.47,87.76,893400.0,61.95,62.29,61.48,62.14,3210200.0,27.18688,27.42962,27.0946388,27.42962,17497000.0,85.09,85.37,84.88,84.94,-0.04,1.73,2.48,11.96,147.49,69.24
2006-09-04,131.14,131.58,130.84,131.42,48801600.0,87.62,87.9,87.47,87.76,893400.0,61.95,62.29,61.48,62.14,3210200.0,27.18688,27.42962,27.0946388,27.42962,17497000.0,85.09,85.37,84.88,84.94,-0.04,1.73,2.48,11.96,147.49,69.24
2006-09-05,131.51,131.85,131.2,131.67,52350500.0,87.51,87.64,87.16,87.26,2271300.0,63.2,63.63,63.06,63.36,4219400.0,27.332524,27.8034396,27.3033952,27.7888752,33220400.0,84.87,85.14,84.73,85.0,-0.02,1.73,2.47,12.63,151.79,68.7
2006-09-06,131.11,131.16,130.33,130.51,53797100.0,86.89,87.09,86.72,87.09,1853300.0,63.22,63.52,62.83,62.86,3211200.0,27.4927324,27.526716,26.8179152,26.847044,34454000.0,85.01,85.35,84.97,85.1,-0.02,1.73,2.48,13.74,150.17,67.75
2006-09-07,130.06,130.57,129.35,129.91,86302600.0,86.93,87.32,86.74,87.26,1716100.0,61.87,61.92,60.99,61.25,5402800.0,26.7014,26.9878332,26.58003,26.871318,50465600.0,85.08,85.64,85.03,85.53,-0.02,1.72,2.46,13.88,144.94,67.37
2006-09-08,130.08,130.46,129.83,130.28,45107700.0,87.49,87.6,87.33,87.33,540300.0,60.52,60.77,60.28,60.64,3694300.0,26.7548028,26.9732688,26.191646,26.191646,33601600.0,85.55,86.06,85.51,85.95,-0.02,1.72,2.43,13.16,140.81,66.3
2006-09-11,129.86,130.69,129.48,130.41,68500000.0,87.49,87.49,86.95,87.25,557600.0,58.85,59.25,57.91,58.5,10582700.0,25.8712292,25.948906,25.3080724,25.3808944,88825200.0,85.97,86.08,85.63,85.92,-0.03,1.72,2.42,12.99,130.9,65.42
2006-09-12,130.56,131.84,130.3681,131.69,69899500.0,87.15,87.71,87.0,87.69,820800.0,58.65,59.09,58.18,58.32,5836200.0,25.4294424,25.6527632,25.0798968,25.220686,50193600.0,85.89,86.02,85.66,85.92,-0.04,1.7,2.42,11.92,129.82,63.81
2006-09-13,131.64,132.45,131.52,132.22,62931800.0,88.03,88.03,87.66,87.73,796900.0,58.6,58.93,57.97,58.62,3539100.0,25.439152,25.9100676,25.4245876,25.7450044,45063200.0,85.86,86.02,85.72,85.87,-0.03,1.7,2.42,11.18,129.82,64.09
2006-09-14,131.96,132.24,131.75,132.23,57821300.0,87.65,87.87,87.42,87.53,672800.0,58.59,58.72,57.08,57.19,7641400.0,25.73044,25.8809388,25.0944612,25.172138,61271400.0,85.84,85.94,85.46,85.66,-0.04,1.7,2.44,11.55,125.54,63.27
2006-09-15,132.31,132.39,131.68,131.96,76716600.0,87.76,87.95,87.45,87.46,1047200.0,57.2,57.79,56.66,57.4,6455000.0,25.1867024,25.2983628,24.9633816,25.172138,61148400.0,85.69,86.17,85.59,85.99,-0.07,1.69,2.42,11.76,128.72,63.3
2006-09-18,131.79,132.39,131.65,132.14,64178000.0,86.97,87.4,86.97,87.4,871400.0,57.47,58.39,57.42,58.23,4439500.0,25.317782,25.9100676,25.220686,25.778988,66634000.0,86.06,86.14,85.79,85.81,-0.07,1.68,2.42,11.78,130.27,63.84
2006-09-19,132.12,132.13,131.07,131.81,92108400.0,87.86,88.3,87.84,88.3,1229500.0,58.02,58.11,56.84,56.92,5287300.0,25.778988,25.9052128,25.1090256,25.390604,52592800.0,85.77,86.04,85.63,85.94,-0.05,1.69,2.39,11.98,124.75,61.77
2006-09-20,132.25,132.77,132.06,132.51,75213400.0,88.38,88.48,88.14,88.43,827400.0,57.81,58.24,57.2,57.26,5385200.0,25.147864,25.3760396,24.63811,24.710932,58648800.0,85.92,85.97,85.63,85.81,-0.08,1.69,2.34,11.39,123.94,60.0
2006-09-21,132.61,132.75,131.42,131.87,88947500.0,88.35,89.28,88.35,89.24,1698600.0,57.35,58.09,57.22,57.95,3870800.0,24.832302,25.2886532,24.7788992,25.026494,47660800.0,85.87,85.89,85.17,85.18,-0.06,1.71,2.34,12.25,125.24,61.62
2006-09-22,131.67,131.68,131.0,131.47,65969200.0,89.32,89.7,89.32,89.61,1428600.0,58.7,58.75,57.99,58.5,3320500.0,25.2012668,25.2643792,24.7400608,24.9196884,48575000.0,85.22,85.23,84.91,85.2,-0.07,1.72,2.33,12.59,125.81,59.79
2006-09-25,131.73,132.85,131.05,132.48,92299100.0,89.84,90.31,89.81,90.31,2607500.0,58.15,58.76,57.78,58.5,3797400.0,24.613836,25.1284448,24.3565316,24.953672,69884800.0,85.18,85.45,84.97,85.29,-0.07,1.72,2.32,12.12,124.68,60.74
2006-09-26,132.5,133.6,132.4,133.58,74019600.0,90.0,90.1,89.82,89.93,2200000.0,58.5,58.97,58.25,58.74,2763400.0,24.75948,25.5265384,24.75948,25.5022644,62287400.0,85.37,85.84,85.27,85.63,-0.09,1.71,2.34,11.53,128.74,60.63
2006-09-27,133.49,133.97,133.27,133.74,82434300.0,90.25,90.28,89.63,89.63,1165400.0,59.22,59.86,58.73,59.81,4657300.0,25.7984072,26.0071636,25.3808944,25.924632,70352600.0,85.71,85.86,85.56,85.66,-0.06,1.71,2.34,11.58,130.68,62.96
